"Translation between MOD3 Outputs and PV names – generates read1400coils.substitutions",,,,,,,,,,
"IOC Offset",".DESC field","IOC PV Name","Meaning of 1 State","Meaning of 0 State","Modicon Output #","Alias",,,,
,,,,,,,,,,
0,"RF System Reset Command",RF:RMC:SystemReset:CMD,One,Zero,1,MOD3:Coil0001:Read
1,"RF Power Supplies Off Command",RF:RFDC:RMC:PSOff:CMD,One,Zero,2,MOD3:Coil0002:Read
2,"RF Power Supplies Standby Command",RF:RFDC:RMC:SBPS:CMD,One,Zero,3,MOD3:Coil0003:Read
3,"RF High Voltage Supplies On Command",RF:RFDC:RMC:HVPS:On:CMD,One,Zero,4,MOD3:Coil0004:Read
4,"RDRC Beam Off Command",RF:RMC:BeamOff:CMD,One,Zero,5,MOD3:Coil0005:Read
5,"RDRC Beam On Command",RF:RMC:BeamOn:CMD,One,Zero,6,MOD3:Coil0006:Read
6,"Select Push-Push -low pulse-",RF:RFAC:PushPush:CMD,One,Zero,7,MOD3:Coil0007:Read
7,"Select Push-Pull to RMC",RF:RFAC:PushPull:CMD,One,Zero,8,MOD3:Coil0008:Read
8,"xx","CoilBlank0009","One","Zero",9,"MOD3:Coil0009:Read"
9,"xx","CoilBlank0010","One","Zero",10,"MOD3:Coil0010:Read"
10,"xx","CoilBlank0011","One","Zero",11,"MOD3:Coil0011:Read"
11,"xx","CoilBlank0012","One","Zero",12,"MOD3:Coil0012:Read"
12,"xx","CoilBlank0013","One","Zero",13,"MOD3:Coil0013:Read"
13,"xx","CoilBlank0014","One","Zero",14,"MOD3:Coil0014:Read"
14,"xx","CoilBlank0015","One","Zero",15,"MOD3:Coil0015:Read"
15,"xx","CoilBlank0016","One","Zero",16,"MOD3:Coil0016:Read"
16,"xx","CoilBlank0017","One","Zero",17,"MOD3:Coil0017:Read"
17,"xx","CoilBlank0018","One","Zero",18,"MOD3:Coil0018:Read"
18,"xx","CoilBlank0019","One","Zero",19,"MOD3:Coil0019:Read"
19,"xx","CoilBlank0020","One","Zero",20,"MOD3:Coil0020:Read"
20,"xx","CoilBlank0021","One","Zero",21,"MOD3:Coil0021:Read"
21,"xx","CoilBlank0022","One","Zero",22,"MOD3:Coil0022:Read"
22,"xx","CoilBlank0023","One","Zero",23,"MOD3:Coil0023:Read"
23,"xx","CoilBlank0024","One","Zero",24,"MOD3:Coil0024:Read"
24,"xx","CoilBlank0025","One","Zero",25,"MOD3:Coil0025:Read"
25,"xx","CoilBlank0026","One","Zero",26,"MOD3:Coil0026:Read"
26,"xx","CoilBlank0027","One","Zero",27,"MOD3:Coil0027:Read"
27,"xx","CoilBlank0028","One","Zero",28,"MOD3:Coil0028:Read"
28,"xx","CoilBlank0029","One","Zero",29,"MOD3:Coil0029:Read"
29,"xx","CoilBlank0030","One","Zero",30,"MOD3:Coil0030:Read"
30,"xx","CoilBlank0031","One","Zero",31,"MOD3:Coil0031:Read"
31,"xx","CoilBlank0032","One","Zero",32,"MOD3:Coil0032:Read"
32,"xx","CoilBlank0033","One","Zero",33,"MOD3:Coil0033:Read"
33,"xx","CoilBlank0034","One","Zero",34,"MOD3:Coil0034:Read"
34,"xx","CoilBlank0035","One","Zero",35,"MOD3:Coil0035:Read"
35,"xx","CoilBlank0036","One","Zero",36,"MOD3:Coil0036:Read"
36,"xx","CoilBlank0037","One","Zero",37,"MOD3:Coil0037:Read"
37,"xx","CoilBlank0038","One","Zero",38,"MOD3:Coil0038:Read"
38,"xx","CoilBlank0039","One","Zero",39,"MOD3:Coil0039:Read"
39,"xx","CoilBlank0040","One","Zero",40,"MOD3:Coil0040:Read"
40,"xx","CoilBlank0041","One","Zero",41,"MOD3:Coil0041:Read"
41,"xx","CoilBlank0042","One","Zero",42,"MOD3:Coil0042:Read"
42,"xx","CoilBlank0043","One","Zero",43,"MOD3:Coil0043:Read"
43,"xx","CoilBlank0044","One","Zero",44,"MOD3:Coil0044:Read"
44,"xx","CoilBlank0045","One","Zero",45,"MOD3:Coil0045:Read"
45,"xx","CoilBlank0046","One","Zero",46,"MOD3:Coil0046:Read"
46,"xx","CoilBlank0047","One","Zero",47,"MOD3:Coil0047:Read"
47,"xx","CoilBlank0048","One","Zero",48,"MOD3:Coil0048:Read"
48,"xx","CoilBlank0049","One","Zero",49,"MOD3:Coil0049:Read"
49,"xx","CoilBlank0050","One","Zero",50,"MOD3:Coil0050:Read"
50,"xx","CoilBlank0051","One","Zero",51,"MOD3:Coil0051:Read"
51,"xx","CoilBlank0052","One","Zero",52,"MOD3:Coil0052:Read"
52,"xx","CoilBlank0053","One","Zero",53,"MOD3:Coil0053:Read"
53,"xx","CoilBlank0054","One","Zero",54,"MOD3:Coil0054:Read"
54,"xx","CoilBlank0055","One","Zero",55,"MOD3:Coil0055:Read"
55,"xx","CoilBlank0056","One","Zero",56,"MOD3:Coil0056:Read"
56,"xx","CoilBlank0057","One","Zero",57,"MOD3:Coil0057:Read"
57,"xx","CoilBlank0058","One","Zero",58,"MOD3:Coil0058:Read"
58,"xx","CoilBlank0059","One","Zero",59,"MOD3:Coil0059:Read"
59,"xx","CoilBlank0060","One","Zero",60,"MOD3:Coil0060:Read"
60,"xx","CoilBlank0061","One","Zero",61,"MOD3:Coil0061:Read"
61,"xx","CoilBlank0062","One","Zero",62,"MOD3:Coil0062:Read"
62,"xx","CoilBlank0063","One","Zero",63,"MOD3:Coil0063:Read"
63,"xx","CoilBlank0064","One","Zero",64,"MOD3:Coil0064:Read"
64,"xx","CoilBlank0065","One","Zero",65,"MOD3:Coil0065:Read"
65,"xx","CoilBlank0066","One","Zero",66,"MOD3:Coil0066:Read"
66,"xx","CoilBlank0067","One","Zero",67,"MOD3:Coil0067:Read"
67,"xx","CoilBlank0068","One","Zero",68,"MOD3:Coil0068:Read"
68,"xx","CoilBlank0069","One","Zero",69,"MOD3:Coil0069:Read"
69,"xx","CoilBlank0070","One","Zero",70,"MOD3:Coil0070:Read"
70,"xx","CoilBlank0071","One","Zero",71,"MOD3:Coil0071:Read"
71,"xx","CoilBlank0072","One","Zero",72,"MOD3:Coil0072:Read"
72,"xx","CoilBlank0073","One","Zero",73,"MOD3:Coil0073:Read"
73,"xx","CoilBlank0074","One","Zero",74,"MOD3:Coil0074:Read"
74,"xx","CoilBlank0075","One","Zero",75,"MOD3:Coil0075:Read"
75,"xx","CoilBlank0076","One","Zero",76,"MOD3:Coil0076:Read"
76,"xx","CoilBlank0077","One","Zero",77,"MOD3:Coil0077:Read"
77,"xx","CoilBlank0078","One","Zero",78,"MOD3:Coil0078:Read"
78,"xx","CoilBlank0079","One","Zero",79,"MOD3:Coil0079:Read"
79,"xx","CoilBlank0080","One","Zero",80,"MOD3:Coil0080:Read"
80,"xx","CoilBlank0081","One","Zero",81,"MOD3:Coil0081:Read"
81,"xx","CoilBlank0082","One","Zero",82,"MOD3:Coil0082:Read"
82,"xx","CoilBlank0083","One","Zero",83,"MOD3:Coil0083:Read"
83,"xx","CoilBlank0084","One","Zero",84,"MOD3:Coil0084:Read"
84,"xx","CoilBlank0085","One","Zero",85,"MOD3:Coil0085:Read"
85,"xx","CoilBlank0086","One","Zero",86,"MOD3:Coil0086:Read"
86,"xx","CoilBlank0087","One","Zero",87,"MOD3:Coil0087:Read"
87,"xx","CoilBlank0088","One","Zero",88,"MOD3:Coil0088:Read"
88,"xx","CoilBlank0089","One","Zero",89,"MOD3:Coil0089:Read"
89,"xx","CoilBlank0090","One","Zero",90,"MOD3:Coil0090:Read"
90,"xx","CoilBlank0091","One","Zero",91,"MOD3:Coil0091:Read"
91,"xx","CoilBlank0092","One","Zero",92,"MOD3:Coil0092:Read"
92,"xx","CoilBlank0093","One","Zero",93,"MOD3:Coil0093:Read"
93,"xx","CoilBlank0094","One","Zero",94,"MOD3:Coil0094:Read"
94,"xx","CoilBlank0095","One","Zero",95,"MOD3:Coil0095:Read"
95,"xx","CoilBlank0096","One","Zero",96,"MOD3:Coil0096:Read"
96,"xx","CoilBlank0097","One","Zero",97,"MOD3:Coil0097:Read"
97,"xx","CoilBlank0098","One","Zero",98,"MOD3:Coil0098:Read"
98,"xx","CoilBlank0099","One","Zero",99,"MOD3:Coil0099:Read"
99,"xx","CoilBlank0100","One","Zero",100,"MOD3:Coil0100:Read"
100,"xx","CoilBlank0101","One","Zero",101,"MOD3:Coil0101:Read"
101,"xx","CoilBlank0102","One","Zero",102,"MOD3:Coil0102:Read"
102,"xx","CoilBlank0103","One","Zero",103,"MOD3:Coil0103:Read"
103,"xx","CoilBlank0104","One","Zero",104,"MOD3:Coil0104:Read"
104,"xx","CoilBlank0105","One","Zero",105,"MOD3:Coil0105:Read"
105,"xx","CoilBlank0106","One","Zero",106,"MOD3:Coil0106:Read"
106,"xx","CoilBlank0107","One","Zero",107,"MOD3:Coil0107:Read"
107,"xx","CoilBlank0108","One","Zero",108,"MOD3:Coil0108:Read"
108,"xx","CoilBlank0109","One","Zero",109,"MOD3:Coil0109:Read"
109,"xx","CoilBlank0110","One","Zero",110,"MOD3:Coil0110:Read"
110,"xx","CoilBlank0111","One","Zero",111,"MOD3:Coil0111:Read"
111,"xx","CoilBlank0112","One","Zero",112,"MOD3:Coil0112:Read"
112,"xx","CoilBlank0113","One","Zero",113,"MOD3:Coil0113:Read"
113,"xx","CoilBlank0114","One","Zero",114,"MOD3:Coil0114:Read"
114,"xx","CoilBlank0115","One","Zero",115,"MOD3:Coil0115:Read"
